_seq,step,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/grad_norm,perf/mfu/actor,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/cpu_memory_used_gb,actor/lr,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/adv,timing_s/update_actor,timing_s/dump_rollout_generations,timing_s/step,timing_s/stop_profile,timing_per_token_ms/update_actor,timing_per_token_ms/adv,timing_per_token_ms/gen,perf/total_num_tokens,perf/time_per_step,perf/throughput,timing_s/save_checkpoint
63,63,3632.0,8077.0,4445.0,5492.0,5891.0,5640.25,0.24615316092967987,0.00011603115126490593,0.003700686949741794,0.0003236047466543823,7.62939453125e-06,1.72265625,0.035893791793158186,24.43350124359131,28.275390625,140.54234313964844,1e-06,63.0,0.0,4.3125,10.0,-10.0,4.3125,10.0,-10.0,-0.0011700012255460024,0.7071067094802856,-0.7071067094802856,-0.0011700012255460024,0.7071067094802856,-0.7071067094802856,1019.875,2048.0,390.0,0.1875,1019.875,2048.0,390.0,0.1875,0.0,390.1875,628.0,312.0,0.0,6.89774751663208e-05,24.481595993041992,34.66542053222656,9.659626960754395,0.125,40.98421723395586,83.04886297136545,6.687961095944047,0.006484193727374077,51.72536760941148,0.10437812097370625,182.56322031840682,8.730031549930573e-05,1.1463447455656106,0.00014370359752169842,1.255797807144131,45122.0,182.56322031840682,30.894777108789448,
64,64,4039.0,6939.0,2900.0,4834.0,5513.0,5226.875,0.1984502077102661,0.0001673414371907711,0.004417387912326376,0.0003828314306701941,0.0,1.951171875,0.03332247968316451,24.43350124359131,28.275390625,140.7624969482422,1e-06,64.0,0.0,5.8125,9.0,-10.0,5.8125,9.0,-10.0,-0.07732932269573212,0.7071067094802856,-0.7071067094802856,-0.07732932269573212,0.7071067094802856,-0.7071067094802856,828.96875,2048.0,324.0,0.09375,828.96875,2048.0,324.0,0.09375,0.0,477.75,1025.0,272.0,0.0,6.826035678386688e-05,22.55174446105957,34.28266525268555,10.025928497314453,0.125,40.61643281020224,76.70928112789989,6.602567883208394,0.005965676158666611,51.25963230244815,0.09226017817854881,175.29266875050962,5.601532757282257e-05,1.2258670884239664,0.000142668328558331,1.5311355528405866,41815.0,175.29266875050962,29.817989749698555,
65,65,3646.0,6995.0,3349.0,5149.0,5338.0,5265.5,0.2048414945602417,1.430511474609375e-06,0.004299884712963831,-0.00014727651767998395,0.0,2.0,0.03340860699403812,24.43350124359131,28.275390625,140.8141975402832,1e-06,65.0,0.0,5.0625,10.0,-10.0,5.0625,10.0,-10.0,-0.02799680083990097,0.7071067094802856,-0.7071067094802856,-0.02799680083990097,0.7071067094802856,-0.7071067094802856,830.3125,2048.0,377.0,0.0625,830.3125,2048.0,377.0,0.0625,0.0,486.0625,837.0,318.0,0.0,8.425861597061157e-05,24.40771484375,33.980403900146484,10.987571716308594,0.125,40.663162937387824,71.59133510477841,6.61623377725482,0.006118834018707275,51.49144688434899,0.08387133106589317,170.45951778814197,7.643550634384155e-05,1.2223779053354142,0.00014525766828191235,1.5304163694914499,42124.0,170.45951778814197,30.890032239468738,86.82570943050086
66,66,4079.0,5511.0,1432.0,4398.0,4813.0,4522.875,0.18916314840316772,-0.0001062038354575634,0.004905913116999727,-0.00028763790692210023,0.0,1.998046875,0.028946353568412266,24.43350124359131,28.275390625,139.24878311157227,1e-06,66.0,0.0,5.828125,10.0,-5.5,5.828125,10.0,-5.5,-0.10118027776479721,0.7071067094802856,-0.7071067094802856,-0.10118027776479721,0.7071067094802856,-0.7071067094802856,669.15625,1699.0,324.0,0.0,669.15625,1699.0,324.0,0.0,0.0,461.5625,698.0,352.0,0.0,6.31287693977356e-05,15.653176307678223,27.322280883789062,8.025128364562988,0.125,34.14367709308863,81.25744179822505,6.518195467069745,0.004147855564951897,49.944443468004465,0.07682804018259048,171.95271917246282,5.654431879520416e-05,1.3803289795761673,0.00011463547978199422,1.5945302896879758,36183.0,171.95271917246282,26.303015280983768,
67,67,3311.0,7312.0,4001.0,4619.0,5435.0,4803.0,0.1869715005159378,0.00021238252520561218,0.005428528884294792,0.00020314474090810108,0.0,2.2578125,0.030638424345948677,24.43350124359131,28.275390625,138.19772386550903,1e-06,67.0,0.0,5.0,10.0,-10.0,5.0,10.0,-10.0,-0.07504837214946747,0.7071067094802856,-0.7071067094802856,-0.07504837214946747,0.7071067094802856,-0.7071067094802856,757.0,2048.0,320.0,0.0625,757.0,2048.0,320.0,0.0625,0.0,443.75,794.0,247.0,0.0,7.094256579875946e-05,20.1660099029541,33.712799072265625,8.473934173583984,0.125,40.09219507500529,79.26309689320624,6.524553244933486,0.007525384426116943,50.76255304925144,0.08883181400597095,176.74635932408273,5.8978796005249023e-05,1.3211157882899083,0.00019585114579733873,1.6550608931227415,38424.0,176.74635932408273,27.174534278203733,
68,68,4073.0,6257.0,2184.0,4899.0,5227.0,5011.125,0.19951091706752777,0.00016249902546405792,0.0035523408114386257,-6.739852324244566e-06,0.0,1.7421875,0.031654455961789105,24.43350124359131,28.275390625,138.18133544921875,1e-06,68.0,0.0,5.765625,10.0,-10.0,5.765625,10.0,-10.0,0.05619998276233673,0.7071067094802856,-0.7071067094802856,0.05619998276233673,0.7071067094802856,-0.7071067094802856,880.34375,2048.0,314.0,0.09375,880.34375,2048.0,314.0,0.09375,0.0,372.4375,585.0,258.0,0.0,6.14747405052185e-05,25.160564422607422,33.86139678955078,15.182095527648926,0.125,40.18453852646053,63.998392559587955,6.587166788056493,0.006235374137759209,51.577376902103424,0.0946181733161211,162.4551718402654,5.733408033847809e-05,1.2865718002969249,0.0001555382807692686,1.4264505529253675,40089.0,162.4551718402654,30.84620171358537,
69,69,3631.0,7404.0,3773.0,4965.0,5509.0,5281.625,0.20184116065502167,1.754285767674446e-05,0.004059571956531727,-9.537363644085417e-05,0.0,1.603515625,0.033578634715664996,24.43350124359131,28.275390625,138.17720413208008,1e-06,69.0,0.0,5.8125,9.0,-6.0,5.8125,9.0,-6.0,-0.07493678480386734,0.7071067094802856,-0.7071067094802856,-0.07493678480386734,0.7071067094802856,-0.7071067094802856,919.71875,2048.0,319.0,0.125,919.71875,2048.0,319.0,0.125,0.0,400.6875,722.0,259.0,0.0,6.291083991527557e-05,23.691267013549805,34.439022064208984,11.543878555297852,0.125,40.940793270245194,73.84501083008945,6.660558031871915,0.006256710737943649,51.43061664700508,0.07942104153335094,172.97416061908007,0.00014068372547626495,1.2172062728564854,0.00014807731375153597,1.391077206695158,42253.0,172.97416061908007,30.534184881122677,
70,70,3976.0,7357.0,3381.0,4437.0,5214.0,4930.375,0.20909661054611206,0.00011405907571315765,0.004120904284718563,-0.00023262504507925996,0.0,1.921875,0.031114492243886776,24.43350124359131,28.275390625,138.05126953125,1e-06,70.0,0.0,5.640625,10.0,-2.5,5.640625,10.0,-2.5,-0.043607983738183975,0.7071066498756409,-0.7071066498756409,-0.043607983738183975,0.7071066498756409,-0.7071066498756409,845.71875,2048.0,376.0,0.09375,845.71875,2048.0,376.0,0.09375,0.0,386.875,463.0,277.0,0.0,8.82558524608612e-05,22.973085403442383,34.51605224609375,11.940757751464844,0.125,40.78097910992801,63.911207646131516,6.595444077625871,0.0062170326709747314,51.48809154890478,0.07922175899147987,162.86831060424447,7.315166294574738e-05,1.3053797010598782,0.00015762068481035244,1.5068905557376495,39443.0,162.86831060424447,30.27215657673501,61.791543044149876
71,71,3936.0,5556.0,1620.0,4247.0,5076.0,4804.375,0.20245975255966187,9.775860235095024e-05,0.0033447373880335363,-0.000187930740196407,0.0,1.91015625,0.030044905168489226,24.43350124359131,28.275390625,139.93266677856445,1e-06,71.0,0.0,4.5625,10.0,-10.0,4.5625,10.0,-10.0,-0.17721261084079742,0.7071067094802856,-0.7071067094802856,-0.17721261084079742,0.7071067094802856,-0.7071067094802856,823.46875,2048.0,309.0,0.125,823.46875,2048.0,309.0,0.125,0.0,377.625,464.0,288.0,0.0,6.50119036436081e-05,26.366287231445312,33.622520446777344,11.994195938110352,0.125,41.12899907305837,64.87910458818078,6.733091285452247,0.006102060899138451,51.91001779027283,0.08597355522215366,164.7518513854593,0.00015521608293056488,1.350592371283279,0.00015876312993725643,1.560813596184523,38435.0,164.7518513854593,29.161280796532676,
72,72,3324.0,7112.0,3788.0,5128.0,5273.0,5217.375,0.21116414666175842,7.736310362815857e-05,0.003846708381388453,-0.0001234582819051866,0.0,1.73828125,0.033390501599041375,24.43350124359131,28.275390625,137.59987258911133,1e-06,72.0,0.0,6.53125,10.0,-10.0,6.53125,10.0,-10.0,-0.04945437237620354,0.7071067094802856,-0.7071067094802856,-0.04945437237620354,0.7071067094802856,-0.7071067094802856,888.71875,2048.0,344.0,0.125,888.71875,2048.0,344.0,0.125,0.0,415.625,634.0,239.0,0.0,6.200745701789856e-05,24.40611457824707,34.51426315307617,10.884618759155273,0.125,40.974791157990694,71.28001254796982,6.55810047313571,0.006134366616606712,50.98549295589328,0.06334781087934971,169.87666665017605,5.830638110637665e-05,1.2215312526867745,0.00014696965946972166,1.440795778965178,41739.0,169.87666665017605,30.712722958851355,
73,73,3399.0,6807.0,3408.0,4282.0,5076.0,4620.625,0.19246427714824677,3.0147843062877655e-05,0.003584460606361972,0.0003382766684012495,0.0,1.833984375,0.029338740986807672,24.43350124359131,28.275390625,137.48553848266602,1e-06,73.0,0.0,5.140625,9.0,-10.0,5.140625,9.0,-10.0,0.01109855342656374,0.7071067094802856,-0.7071067094802856,0.01109855342656374,0.7071067094802856,-0.7071067094802856,738.65625,2048.0,386.0,0.03125,738.65625,2048.0,386.0,0.03125,0.0,416.5,579.0,282.0,0.0,6.310828030109406e-05,17.816715240478516,33.65765380859375,9.633235931396484,0.125,40.02636988647282,65.44262583181262,6.484364725649357,0.005641745403409004,50.75930945947766,0.07410226762294769,162.80235056765378,0.00015800073742866516,1.3731721752868298,0.0001526239795322333,1.693377750411339,36965.0,162.80235056765378,28.38180765749978,
74,74,3856.0,6346.0,2490.0,4711.0,5433.0,5121.5,0.21095754206180573,7.965415716171265e-05,0.004092501689228811,0.00014507250533313254,0.0,1.8515625,0.03260948862392868,24.43350124359131,28.275390625,137.48586654663086,1e-06,74.0,0.0,5.75,10.0,-10.0,5.75,10.0,-10.0,-0.07526082545518875,0.7071067094802856,-0.7071067094802856,-0.07526082545518875,0.7071067094802856,-0.7071067094802856,794.5,2048.0,336.0,0.0625,794.5,2048.0,336.0,0.0625,0.0,485.875,807.0,328.0,0.0,9.5343217253685e-05,22.206655502319336,33.38254928588867,10.796399116516113,0.125,39.71656471863389,64.82144854776561,6.5505657605826855,0.005583560094237328,51.00419185310602,0.0963155347853899,162.20268278382719,5.795806646347046e-05,1.2448548241019726,0.00013627746007608435,1.5621682158052979,40972.0,162.20268278382719,31.574693538365146,
75,75,3792.0,7213.0,3421.0,4645.0,5679.0,5112.625,0.21668142080307007,7.925275713205338e-05,0.004965143600202282,-0.00012056011007643974,0.0,1.98046875,0.032116132167275775,24.715353965759277,28.275390625,137.54072856903076,1e-06,75.0,0.0,4.703125,8.0,-10.0,4.703125,8.0,-10.0,-0.04659247398376465,0.7071067094802856,-0.7071067094802856,-0.04659247398376465,0.7071067094802856,-0.7071067094802856,784.90625,2048.0,296.0,0.125,784.90625,2048.0,296.0,0.125,0.0,493.25,930.0,304.0,0.0,6.005726754665375e-05,23.03536605834961,34.01048278808594,9.69874095916748,0.125,40.4631051402539,75.01046920008957,6.603187430649996,0.005681727081537247,51.97528841532767,0.07779823057353497,174.14400755241513,0.00017441622912883759,1.2707583779205318,0.00013891413612227688,1.6109847967613131,40901.0,174.14400755241513,29.358604248619724,106.59579849988222
76,76,4132.0,9369.0,5237.0,5660.0,6014.0,5891.125,0.2143305242061615,2.3099593818187714e-05,0.0032561285588599276,9.52085359386956e-05,0.0,1.5234375,0.03776359614664743,24.715353965759277,28.275390625,139.1500849723816,1e-06,76.0,0.0,4.046875,9.0,-10.0,4.046875,9.0,-10.0,-0.04055382311344147,0.7071067094802856,-0.7071067094802856,-0.04055382311344147,0.7071067094802856,-0.7071067094802856,982.96875,2048.0,395.0,0.15625,982.96875,2048.0,395.0,0.15625,0.0,489.8125,862.0,337.0,0.0,6.456300616264343e-05,23.703306198120117,35.16720962524414,12.778223991394043,0.125,42.53839218057692,79.32270084694028,6.76061693392694,0.006061408668756485,51.43943668156862,0.08059324324131012,180.15414866618812,6.027892231941223e-05,1.0914603891779715,0.00012861313986624976,1.3523570872858661,47129.0,180.15414866618812,32.70046814695233,
77,77,3865.0,8482.0,4617.0,5998.0,6103.0,6064.875,0.2261936366558075,0.0001239590346813202,0.004000798277047579,0.0003222079887450491,0.0,1.857421875,0.0387759995325582,24.715353965759277,28.275390625,137.67355346679688,1e-06,77.0,0.0,4.890625,8.5,-10.0,4.890625,8.5,-10.0,-0.06271927058696747,0.7071067094802856,-0.7071067094802856,-0.06271927058696747,0.7071067094802856,-0.7071067094802856,1017.84375,2048.0,297.0,0.125,1017.84375,2048.0,297.0,0.125,0.0,498.375,950.0,324.0,0.0,6.13778829574585e-05,26.95090103149414,34.750274658203125,11.371811866760254,0.125,41.170906661078334,103.40788248367608,6.656180664896965,0.006849147379398346,51.73695263080299,0.0916705522686243,203.0791076067835,6.094016134738922e-05,1.066323556355304,0.0001411642321440744,1.264035696204548,48519.0,203.0791076067835,29.8645935146773,
78,78,3648.0,5916.0,2268.0,4398.0,5191.0,4715.125,0.19420300424098969,1.4681369066238403e-05,0.003956073178414954,-4.9968990850857153e-05,0.0,1.68359375,0.029764693485397023,24.715353965759277,28.275390625,137.7643165588379,1e-06,78.0,0.0,5.90625,10.0,-10.0,5.90625,10.0,-10.0,-0.05438438057899475,0.7071067094802856,-0.7071067094802856,-0.05438438057899475,0.7071067094802856,-0.7071067094802856,813.03125,2048.0,380.0,0.09375,813.03125,2048.0,380.0,0.09375,0.0,365.75,475.0,259.0,0.0,9.267590939998627e-05,22.13739013671875,33.37310028076172,10.644925117492676,0.125,40.0495747923851,69.58132507652044,6.527328168973327,0.006094755604863167,51.65877438150346,0.09196683019399643,167.92176303081214,5.702488124370575e-05,1.3694964179503053,0.00016157460313520763,1.5393617554823809,37721.0,167.92176303081214,28.079296661117215,
79,79,3201.0,7179.0,3978.0,5058.0,5266.0,5207.125,0.22543099522590637,8.635642006993294e-05,0.0032580266379227396,3.15767010476975e-05,0.0,1.931640625,0.033060365753996415,24.715353965759277,28.275390625,137.55099868774414,1e-06,79.0,0.0,4.265625,8.0,-10.0,4.265625,8.0,-10.0,-0.12404204905033112,0.7071067094802856,-0.7071067094802856,-0.12404204905033112,0.7071067094802856,-0.7071067094802856,894.09375,2048.0,339.0,0.15625,894.09375,2048.0,339.0,0.15625,0.0,407.6875,575.0,283.0,0.0,6.29723072052002e-05,24.23044204711914,34.437564849853516,9.16190242767334,0.125,40.699543945491314,74.52799628674984,6.616144200786948,0.006349736824631691,51.59323294647038,0.08329835161566734,173.5346234291792,5.8125704526901245e-05,1.2385249284987008,0.00015242904733014118,1.4225138564010804,41657.0,173.5346234291792,30.006259829324883,
80,80,3209.0,5255.0,2046.0,4061.0,4118.0,4092.5,0.1994503289461136,0.0001986226998269558,0.004619276503945002,0.00022051718804050324,0.0,2.1328125,0.02603753359650434,24.715353965759277,28.275390625,137.60930633544922,1e-06,80.0,0.0,6.0,10.0,-10.0,6.0,10.0,-10.0,0.03862190619111061,0.7071067094802856,-0.7071067094802856,0.03862190619111061,0.7071067094802856,-0.7071067094802856,627.0625,1240.0,313.0,0.0,627.0625,1240.0,313.0,0.0,0.0,396.0625,698.0,280.0,0.0,6.338953971862793e-05,13.979830741882324,20.424121856689453,8.514142036437988,0.125,26.751263365149498,62.17959093302488,6.42977206595242,0.004468383267521858,49.968037486076355,0.07117071934044361,145.4110654182732,9.79248434305191e-05,1.5262076202222465,0.0001364808572853347,1.3331637279552226,32740.0,145.4110654182732,28.144350557008657,105.49988854676485
81,81,3651.0,7243.0,3592.0,4674.0,5145.0,4911.25,0.19374392926692963,0.00014248304069042206,0.0025278036555391736,0.0003182992082599867,0.0,1.46484375,0.031107801666199496,24.715353965759277,28.275390625,138.3083610534668,1e-06,81.0,0.0,7.3125,10.0,5.0,7.3125,10.0,5.0,0.08979717642068863,0.7071062922477722,-0.7071062922477722,0.08979717642068863,0.7071062922477722,-0.7071062922477722,831.25,2048.0,344.0,0.0625,831.25,2048.0,344.0,0.0625,0.0,396.5625,590.0,271.0,0.0,6.228312849998474e-05,22.095237731933594,33.248802185058594,12.168401718139648,0.125,40.288559172302485,71.81543793529272,6.512722264975309,0.005350116640329361,51.11878080107272,0.07821737974882126,169.82519835606217,5.141459405422211e-05,1.3010633952932735,0.00013616993230667755,1.5146074876805444,39290.0,169.82519835606217,28.91944215311841,
82,82,3624.0,6722.0,3098.0,4285.0,5090.0,4759.875,0.20923832058906555,0.00012955674901604652,0.0027271474828012288,-0.0002233581440123089,0.0,1.751953125,0.030112189319543892,24.715353965759277,28.275390625,137.53219413757324,1e-06,82.0,0.0,5.546875,9.5,-10.0,5.546875,9.5,-10.0,-0.15387554466724396,0.7071067690849304,-0.7071067690849304,-0.15387554466724396,0.7071067690849304,-0.7071067690849304,803.03125,2048.0,355.0,0.125,803.03125,2048.0,355.0,0.125,0.0,386.9375,587.0,274.0,0.0,6.413459777832031e-05,25.438413619995117,33.28316116333008,11.12509536743164,0.125,40.08338399231434,76.08166057057679,6.550472803413868,0.005928449332714081,51.322614915668964,0.08234924077987671,174.1334920041263,5.014054477214813e-05,1.347793138361537,0.00015568815706069175,1.559846830070216,38079.0,174.1334920041263,27.334632443293614,
83,83,3770.0,7006.0,3236.0,5170.0,5687.0,5392.375,0.21676404774188995,0.00014694174751639366,0.002561368946771836,0.0002531506909235759,0.0,1.3359375,0.03442964595408598,24.715353965759277,28.275390625,137.61194610595703,1e-06,83.0,0.0,5.796875,9.0,-10.0,5.796875,9.0,-10.0,-0.08914574235677719,0.7071067094802856,-0.7071067094802856,-0.08914574235677719,0.7071067094802856,-0.7071067094802856,886.15625,2048.0,382.0,0.09375,886.15625,2048.0,382.0,0.09375,0.0,461.9375,765.0,318.0,0.0,6.145425140857697e-05,20.783157348632812,34.45723342895508,10.985535621643066,0.125,40.66486453078687,76.61839985102415,6.601876383647323,0.006530610844492912,51.033905075863004,0.07776986621320248,175.0108908507973,5.483254790306091e-05,1.183010850410603,0.00015138530898938112,1.4340326737943672,43139.0,175.0108908507973,30.811653913568055,
84,84,3864.0,7720.0,3856.0,5062.0,5392.0,5269.875,0.20656388998031616,4.13297675549984e-05,0.003570997138012899,0.00027383658380131237,0.0,1.6328125,0.03361932150684491,24.715353965759277,28.275390625,137.40386962890625,1e-06,84.0,0.0,5.390625,10.0,-10.0,5.390625,10.0,-10.0,-0.19003826379776,0.7071067094802856,-0.7071067094802856,-0.19003826379776,0.7071067094802856,-0.7071067094802856,926.84375,2048.0,366.0,0.15625,926.84375,2048.0,366.0,0.15625,0.0,390.625,573.0,282.0,0.0,7.060542702674866e-05,25.74260139465332,34.71734619140625,9.771053314208984,0.125,41.0401613432914,65.63355209119618,6.51044862344861,0.00618736632168293,51.17762930877507,0.08385627530515194,164.45959410630167,6.086006760597229e-05,1.213919431409072,0.00014676264431516236,1.3837338191878148,42159.0,164.45959410630167,32.04358510451943,
85,85,3388.0,6227.0,2839.0,4796.0,5037.0,4979.625,0.21648302674293518,7.084943354129791e-05,0.0037903126703895396,0.00032897837843393063,0.0,1.84375,0.03130152395431529,24.715353965759277,28.275390625,137.51337814331055,1e-06,85.0,0.0,6.125,9.0,-10.0,6.125,9.0,-10.0,-0.14751514792442322,0.7071067094802856,-0.7071067094802856,-0.14751514792442322,0.7071067094802856,-0.7071067094802856,873.15625,2048.0,310.0,0.125,873.15625,2048.0,310.0,0.125,0.0,371.75,550.0,244.0,0.0,9.033083915710449e-05,25.534656524658203,34.46352767944336,9.44814682006836,0.125,41.41272056661546,60.28583040088415,6.624411899596453,0.005705377086997032,51.868999406695366,0.07803197763860226,160.2829221263528,9.340047836303711e-05,1.302030760516489,0.00014321804069074057,1.4821488338504514,39837.0,160.2829221263528,31.067720340626853,82.07424120418727
86,86,3654.0,6085.0,2431.0,4275.0,5038.0,4519.75,0.20504505932331085,0.00023839343339204788,0.004489077769903815,-0.0003139276929573498,0.0,2.220703125,0.028604135795262997,24.715353965759277,28.275390625,138.3201026916504,1e-06,86.0,0.0,5.15625,9.5,-8.5,5.15625,9.5,-8.5,0.08013200014829636,0.7071067094802856,-0.7071067094802856,0.08013200014829636,0.7071067094802856,-0.7071067094802856,740.6875,2048.0,278.0,0.03125,740.6875,2048.0,278.0,0.03125,0.0,389.25,625.0,252.0,0.0,9.155645966529846e-05,21.12436294555664,33.35853958129883,10.616613388061523,0.125,40.205756982788444,124.11533036455512,6.5217939130961895,0.004158848896622658,50.80531546473503,0.08218539319932461,221.74074697308242,5.953945219516754e-05,1.4050919703726708,0.000115018775834467,1.6963022944388002,36158.0,221.74074697308242,20.38303767664615,
87,87,3423.0,5484.0,2061.0,4082.0,4941.0,4319.125,0.20040442049503326,3.1363219022750854e-05,0.002290505824930733,-2.7154938038620458e-05,0.0,1.59375,0.027628315057176556,24.715353965759277,28.275390625,137.26042461395264,1e-06,87.0,0.0,6.859375,10.0,-10.0,6.859375,10.0,-10.0,-0.08264491707086563,0.7071067094802856,-0.7071067094802856,-0.08264491707086563,0.7071067094802856,-0.7071067094802856,723.78125,2048.0,330.0,0.0625,723.78125,2048.0,330.0,0.0625,0.0,356.0,533.0,271.0,0.0,6.120279431343079e-05,20.14437484741211,33.447410583496094,11.606039047241211,0.125,40.65264696627855,59.137692948803306,6.459308639168739,0.006235307082533836,50.10344554670155,0.06421018950641155,156.43010731972754,5.5011361837387085e-05,1.4500461767922193,0.00018045631587803768,1.7552198508820238,34553.0,156.43010731972754,27.610573654930374,
88,88,3980.0,7117.0,3137.0,4999.0,5615.0,5385.375,0.22239625453948975,0.0001599825918674469,0.004296142724342644,0.0003968319005025478,0.0,2.060546875,0.034455851425082215,24.715353965759277,28.275390625,137.08133697509766,1e-06,88.0,0.0,5.828125,10.0,-10.0,5.828125,10.0,-10.0,-0.029442884027957916,0.7071067094802856,-0.7071067094802856,-0.029442884027957916,0.7071067094802856,-0.7071067094802856,874.34375,2048.0,374.0,0.0625,874.34375,2048.0,374.0,0.0625,0.0,472.0,909.0,301.0,0.0,6.20521605014801e-05,24.23227310180664,33.840660095214844,13.746553421020508,0.125,40.86757599003613,86.02846801653504,6.569433020427823,0.0064134541898965836,51.1796298250556,0.08568765036761761,184.74643150530756,5.7155266404151917e-05,1.1879309663917461,0.0001488627576978526,1.460651774189075,43083.0,184.74643150530756,29.150089428630096,
89,89,3722.0,6846.0,3124.0,4736.0,5222.0,4986.75,0.20750856399536133,5.091307684779167e-05,0.003934590480639599,4.456702328070605e-05,0.0,1.73046875,0.03150924528573982,24.715353965759277,28.275390625,136.90145874023438,1e-06,89.0,0.0,6.59375,10.0,-4.0,6.59375,10.0,-4.0,-0.023486344143748283,0.7071067094802856,-0.7071067094802856,-0.023486344143748283,0.7071067094802856,-0.7071067094802856,825.125,2048.0,300.0,0.0625,825.125,2048.0,300.0,0.0625,0.0,421.5625,601.0,323.0,0.0,6.217695772647858e-05,22.378536224365234,34.03928756713867,12.302816390991211,0.125,40.448068959638476,83.68462089821696,6.558728765696287,0.005681667476892471,51.30820272676647,0.08097985573112965,182.09244043938816,5.722418427467346e-05,1.2861132683302368,0.0001424190975307683,1.531891719422757,39894.0,182.09244043938816,27.38581562181822,
90,90,3494.0,7125.0,3631.0,4274.0,5289.0,4817.5,0.22289179265499115,5.303137004375458e-05,0.00435043842480809,0.00024273947468600454,0.0,1.953125,0.030093245412339147,24.715353965759277,28.275390625,137.00663661956787,1e-06,90.0,0.0,5.140625,9.0,-10.0,5.140625,9.0,-10.0,-0.09505362808704376,0.7071067094802856,-0.7071067094802856,-0.09505362808704376,0.7071067094802856,-0.7071067094802856,781.5625,2048.0,283.0,0.09375,781.5625,2048.0,283.0,0.09375,0.0,422.8125,680.0,339.0,0.0,8.95131379365921e-05,21.8151912689209,34.619503021240234,8.124740600585938,0.125,41.04735095985234,77.55218640901148,6.610155904665589,0.005758853629231453,52.07113548181951,0.07803135365247726,177.38292597606778,9.506754577159882e-05,1.3510932922111965,0.00014942536661212904,1.6412375433767428,38540.0,177.38292597606778,27.158758225974744,60.35322428494692
91,91,3738.0,6941.0,3203.0,4444.0,5245.0,5134.125,0.2059536874294281,2.169935032725334e-05,0.003609330256949761,0.00023295077151885835,0.0,1.71875,0.03227460506303825,24.715353965759277,28.275390625,140.48556756973267,1e-06,91.0,0.0,3.921875,10.0,-10.0,3.921875,10.0,-10.0,-0.12421845644712448,0.7071067094802856,-0.7071067094802856,-0.12421845644712448,0.7071067094802856,-0.7071067094802856,904.03125,2048.0,370.0,0.21875,904.03125,2048.0,370.0,0.21875,0.0,379.5,508.0,292.0,0.0,6.556883454322815e-05,25.454280853271484,34.51861572265625,9.772404670715332,0.125,41.4647986702621,58.61444015055895,6.671800911426544,0.00607498362660408,52.05440526641905,0.08277485892176628,158.90086841396987,5.805864930152893e-05,1.267363116071849,0.00014790698577177416,1.4333298306288533,41073.0,158.90086841396987,32.31023877493567,
92,92,3381.0,6115.0,2734.0,4445.0,5074.0,4688.25,0.20653380453586578,0.00023481203243136406,0.005443163798190653,-0.0005061616721206974,0.0,2.27734375,0.02972107801639195,24.715353965759277,28.275390625,136.94781303405762,1e-06,92.0,0.0,5.25,10.0,-6.0,5.25,10.0,-6.0,0.08646580576896667,0.7071067094802856,-0.7071067094802856,0.08646580576896667,0.7071067094802856,-0.7071067094802856,729.875,2048.0,386.0,0.03125,729.875,2048.0,386.0,0.03125,0.0,442.1875,669.0,303.0,0.0,9.568966925144196e-05,19.47709846496582,33.170169830322266,8.838640213012695,0.125,39.70011746697128,76.42755115777254,6.473921224474907,0.00587824173271656,50.850885823369026,0.08275699242949486,173.5496026314795,5.684792995452881e-05,1.3558066928856456,0.00015672803638661976,1.699782388549892,37506.0,173.5496026314795,27.01389072007945,
93,93,3991.0,6962.0,2971.0,4623.0,5643.0,4969.375,0.19401445984840393,0.00011138664558529854,0.0038325043460645247,-1.7232613629403204e-05,0.0,1.705078125,0.03156699398300061,24.715353965759277,28.275390625,136.99955320358276,1e-06,93.0,0.0,5.09375,10.0,-10.0,5.09375,10.0,-10.0,0.019542325288057327,0.7071067094802856,-0.7071067094802856,0.019542325288057327,0.7071067094802856,-0.7071067094802856,746.28125,2048.0,356.0,0.03125,746.28125,2048.0,356.0,0.03125,0.0,496.0625,833.0,333.0,0.0,5.9992074966430664e-05,19.550222396850586,33.68742370605469,11.495434761047363,0.125,39.99890003353357,71.6933410950005,6.674438828602433,0.0069486889988183975,51.115354638546705,0.06736859120428562,169.5637535750866,5.961395800113678e-05,1.2857591407004578,0.00017478780024697264,1.6749256745334606,39755.0,169.5637535750866,29.306823511661946,
